image_path,x,y,z,thumb,fore,index,ring,little,thumb2,fore2,index2,ring2,little2,keycode,gs1,gs2,sign,label,giroX,giroY,giroZ
Image\F\33.png,-111,77,54,1,0,0,0,0,0,0,18,34,46,0,0,1,0,F,0,0,70
Image\F\34.png,-111,74,54,0,2,0,0,2,0,3,23,38,52,0,0,1,0,F,0,0,70
Image\F\35.png,-112,82,45,0,1,0,3,0,0,1,20,36,51,0,0,1,0,F,0,0,70
Image\F\36.png,-112,82,48,3,0,0,0,0,1,6,21,35,50,0,0,1,0,F,0,0,70
Image\F\37.png,-121,82,50,1,0,3,0,1,0,0,21,33,52,0,0,1,0,F,0,0,70
Image\F\38.png,-114,78,48,1,0,1,2,0,1,2,23,36,50,0,0,1,0,F,0,0,70
Image\F\39.png,-121,76,53,2,0,3,0,0,0,4,17,35,52,0,0,1,0,F,0,0,70
Image\F\4.png,-120,81,53,0,0,0,0,0,0,3,17,32,52,0,0,1,0,F,0,0,70
Image\F\40.png,-117,81,49,0,0,0,2,0,1,2,20,37,50,0,0,1,0,F,0,0,70
Image\F\41.png,-119,75,51,3,0,0,0,0,0,6,18,34,52,0,0,1,0,F,0,0,70
Image\F\42.png,-111,83,48,2,3,3,3,3,3,4,20,32,51,0,0,1,0,F,0,0,70
Image\F\43.png,-121,65,32,0,0,2,2,0,2,4,17,36,52,0,0,1,0,F,0,0,70
Image\F\44.png,-119,64,32,0,0,1,2,0,0,3,19,32,48,0,0,1,0,F,0,0,70
Image\F\45.png,-115,61,32,0,1,0,3,2,0,4,22,37,46,0,0,1,0,F,0,0,70
Image\F\46.png,-114,69,34,0,0,0,2,0,0,4,20,37,46,0,0,1,0,F,0,0,70
Image\F\47.png,-113,72,42,0,0,1,3,2,0,0,21,34,51,0,0,1,0,F,0,0,70
Image\F\48.png,-112,83,39,0,2,3,0,1,3,6,20,34,49,0,0,1,0,F,0,0,70
Image\F\49.png,-114,88,38,0,0,3,2,2,0,6,19,38,48,0,0,1,0,F,0,0,70
Image\F\5.png,-114,72,62,0,2,1,3,1,0,2,21,34,48,0,0,1,0,F,0,0,70
Image\F\50.png,-116,88,44,0,3,0,2,1,1,2,23,34,52,0,0,1,0,F,0,0,70
Image\F\51.png,-122,82,44,0,0,1,0,3,0,4,20,33,47,0,0,1,0,F,0,0,70
Image\F\52.png,-116,77,37,0,1,1,3,1,3,4,20,33,49,0,0,1,0,F,0,0,70
Image\F\53.png,-119,81,45,0,0,1,0,0,0,0,23,32,50,0,0,1,0,F,0,0,70
Image\F\54.png,-115,77,35,0,2,1,0,3,0,0,20,36,47,0,0,1,0,F,0,0,70
Image\F\55.png,-115,81,36,0,2,0,0,0,0,4,22,33,50,0,0,1,0,F,0,0,70
Image\F\56.png,-117,81,54,1,1,3,1,2,0,6,18,33,47,0,0,1,0,F,0,0,70
Image\F\57.png,-114,82,49,0,2,2,0,0,0,6,23,37,52,0,0,1,0,F,0,0,70
Image\F\58.png,-115,74,54,0,0,3,3,0,0,4,17,32,46,0,0,1,0,F,0,0,70
Image\F\59.png,-119,76,45,1,0,2,2,0,2,3,20,32,47,0,0,1,0,F,0,0,70
Image\F\6.png,-118,73,47,0,1,0,1,0,3,4,19,32,52,0,0,1,0,F,0,0,70
Image\F\60.png,-121,75,45,0,0,2,3,1,0,0,20,34,51,0,0,1,0,F,0,0,70
Image\F\61.png,-121,79,49,0,0,0,0,0,0,5,17,37,52,0,0,1,0,F,0,0,70
Image\F\62.png,-122,84,54,3,3,0,0,0,0,5,19,32,47,0,0,1,0,F,0,0,70
Image\F\63.png,-122,84,51,0,1,3,0,0,2,1,23,35,48,0,0,1,0,F,0,0,70
Image\F\64.png,-115,78,54,0,0,1,2,1,0,3,21,32,48,0,0,1,0,F,0,0,70
Image\F\65.png,-125,77,51,0,3,2,0,0,0,0,20,38,52,0,0,1,0,F,0,0,70
Image\F\66.png,-124,83,49,2,0,3,3,1,0,4,19,33,48,0,0,1,0,F,0,0,70
Image\F\67.png,-124,80,46,0,0,3,0,0,0,6,20,36,47,0,0,1,0,F,0,0,70
Image\F\68.png,-117,83,48,0,0,1,0,0,3,3,21,37,51,0,0,1,0,F,0,0,70
Image\F\69.png,-115,83,49,3,1,1,0,0,0,6,21,37,47,0,0,1,0,F,0,0,70
Image\F\7.png,-116,72,54,0,0,0,2,0,3,0,19,38,50,0,0,1,0,F,0,0,70
Image\F\70.png,-115,83,52,1,3,0,0,0,3,4,23,35,49,0,0,1,0,F,0,0,70
Image\F\71.png,-116,79,53,0,3,0,0,0,0,0,20,36,47,0,0,1,0,F,0,0,70
Image\F\72.png,-118,80,46,1,0,2,0,0,0,2,20,33,51,0,0,1,0,F,0,0,70
Image\F\73.png,-120,82,44,1,2,0,1,0,0,3,19,33,51,0,0,1,0,F,0,0,70
Image\F\74.png,-123,84,49,0,0,2,1,0,1,6,19,33,49,0,0,1,0,F,0,0,70
Image\F\75.png,-121,85,49,2,0,2,0,3,0,5,19,34,51,0,0,1,0,F,0,0,70
Image\F\76.png,-123,83,51,0,3,0,1,2,0,4,19,32,49,0,0,1,0,F,0,0,70
Image\F\77.png,-118,78,50,1,0,3,2,3,0,2,23,32,49,0,0,1,0,F,0,0,70
Image\F\78.png,-115,83,46,3,3,2,3,2,0,6,18,36,49,0,0,1,0,F,0,0,70
Image\F\79.png,-123,80,48,2,0,0,0,0,0,4,21,36,49,0,0,1,0,F,0,0,70
Image\F\8.png,-112,77,52,0,3,0,1,0,2,4,18,36,49,0,0,1,0,F,0,0,70
Image\F\80.png,-126,74,45,3,0,2,3,0,0,6,18,37,52,0,0,1,0,F,0,0,70
Image\F\81.png,-119,77,44,0,0,0,0,0,1,2,18,35,50,0,0,1,0,F,0,0,70
Image\F\82.png,-124,76,53,3,0,2,0,1,1,4,18,32,46,0,0,1,0,F,0,0,70
Image\F\83.png,-123,76,46,0,2,3,0,0,0,0,22,34,46,0,0,1,0,F,0,0,70
Image\F\84.png,-124,79,46,0,0,2,0,0,0,6,21,36,50,0,0,1,0,F,0,0,70
Image\F\85.png,-127,76,52,0,0,1,2,0,0,6,19,38,46,0,0,1,0,F,0,0,70
Image\F\86.png,-121,77,53,0,0,0,3,0,2,5,18,35,51,0,0,1,0,F,0,0,70
Image\F\87.png,-120,74,51,1,0,2,0,0,0,1,23,38,48,0,0,1,0,F,0,0,70
Image\F\88.png,-125,84,46,2,3,3,3,0,0,5,21,34,50,0,0,1,0,F,0,0,70
Image\F\89.png,-126,82,48,0,1,0,1,2,0,6,18,32,48,0,0,1,0,F,0,0,70
Image\F\9.png,-118,78,51,0,0,0,0,2,0,6,21,32,46,0,0,1,0,F,0,0,70
Image\F\90.png,-118,72,50,0,1,0,1,0,1,5,17,33,48,0,0,1,0,F,0,0,70
Image\F\91.png,-121,72,49,0,2,0,0,0,0,3,18,34,48,0,0,1,0,F,0,0,70
Image\F\92.png,-121,79,51,2,2,0,1,3,0,1,21,35,49,0,0,1,0,F,0,0,70
Image\F\93.png,-121,79,48,3,0,0,2,2,0,4,20,36,49,0,0,1,0,F,0,0,70
Image\F\94.png,-120,79,49,0,1,1,0,0,0,1,18,34,50,0,0,1,0,F,0,0,70
Image\F\95.png,-118,80,46,0,2,2,0,2,1,0,21,37,52,0,0,1,0,F,0,0,70
Image\F\96.png,-122,75,54,0,1,0,0,0,0,0,20,37,46,0,0,1,0,F,0,0,70
Image\F\97.png,-124,72,47,0,0,0,0,0,1,4,17,32,48,0,0,1,0,F,0,0,70
Image\F\98.png,-124,73,49,1,0,3,3,0,1,5,22,34,50,0,0,1,0,F,0,0,70
Image\F\99.png,-117,70,45,0,3,0,0,0,0,3,23,32,51,0,0,1,0,F,0,0,70
Image\G\0.png,-124,72,49,3,0,0,0,0,2,4,19,33,48,0,0,1,0,G,0,0,180
Image\G\1.png,-131,77,46,0,2,0,0,1,53,97,100,99,1,0,0,1,0,G,0,0,180
Image\G\10.png,-132,73,53,3,0,2,0,2,57,100,100,100,2,0,0,1,0,G,0,0,180
Image\G\100.png,-136,79,65,0,0,0,0,1,59,98,97,100,0,0,0,1,0,G,0,0,180
Image\G\11.png,-133,81,65,3,0,0,1,0,56,97,100,97,2,0,0,1,0,G,0,0,180
Image\G\12.png,-127,84,70,0,0,2,0,2,57,100,100,100,1,0,0,1,0,G,0,0,180
Image\G\13.png,-128,74,70,0,3,0,3,3,53,100,98,100,2,0,0,1,0,G,0,0,180
Image\G\14.png,-131,87,63,3,0,0,0,1,55,98,100,100,2,0,0,1,0,G,0,0,180
Image\G\15.png,-128,92,65,3,0,1,0,1,59,100,97,99,0,0,0,1,0,G,0,0,180
Image\G\16.png,-132,99,66,0,0,2,0,2,53,97,99,100,0,0,0,1,0,G,0,0,180
Image\G\17.png,-132,93,62,0,0,0,0,0,53,98,98,100,0,0,0,1,0,G,0,0,180
Image\G\18.png,-127,95,66,0,0,0,3,0,56,100,97,100,0,0,0,1,0,G,0,0,180
Image\G\19.png,-126,97,72,0,1,2,0,0,55,97,100,99,1,0,0,1,0,G,0,0,180
Image\G\2.png,-129,76,46,0,0,3,0,1,54,100,100,100,0,0,0,1,0,G,0,0,180
Image\G\20.png,-131,93,47,0,3,2,2,0,55,100,97,100,3,0,0,1,0,G,0,0,180
Image\G\21.png,-129,85,51,0,0,0,2,0,56,100,100,97,0,0,0,1,0,G,0,0,180
Image\G\22.png,-132,87,56,0,3,0,0,2,55,99,100,99,2,0,0,1,0,G,0,0,180
Image\G\23.png,-131,78,53,1,3,0,0,0,56,100,99,98,3,0,0,1,0,G,0,0,180
Image\G\24.png,-130,79,61,1,0,3,0,0,59,100,100,100,3,0,0,1,0,G,0,0,180
Image\G\25.png,-136,81,60,3,0,0,0,2,55,100,100,100,0,0,0,1,0,G,0,0,180
Image\G\26.png,-133,86,56,0,0,0,0,0,54,98,98,99,1,0,0,1,0,G,0,0,180
Image\G\27.png,-126,84,62,3,0,1,0,3,55,100,100,100,2,0,0,1,0,G,0,0,180
Image\G\28.png,-131,82,62,0,3,0,3,0,57,98,100,100,2,0,0,1,0,G,0,0,180
Image\G\29.png,-135,83,58,0,0,0,3,0,55,100,98,100,0,0,0,1,0,G,0,0,180
Image\G\3.png,-132,83,58,3,0,0,0,0,55,100,100,100,0,0,0,1,0,G,0,0,180
Image\G\30.png,-132,79,58,0,0,0,0,2,58,97,98,100,1,0,0,1,0,G,0,0,180
Image\G\31.png,-135,80,57,1,2,0,2,3,54,100,98,100,3,0,0,1,0,G,0,0,180
Image\G\32.png,-131,80,56,2,0,0,0,3,56,100,100,100,0,0,0,1,0,G,0,0,180
Image\G\33.png,-134,84,60,0,1,2,0,0,56,97,98,97,0,0,0,1,0,G,0,0,180
Image\G\34.png,-129,80,62,2,0,0,0,2,54,100,100,100,0,0,0,1,0,G,0,0,180
Image\G\35.png,-133,86,55,0,0,1,3,0,59,97,98,100,1,0,0,1,0,G,0,0,180
Image\G\36.png,-134,88,53,0,0,1,0,0,58,100,97,98,1,0,0,1,0,G,0,0,180
Image\G\37.png,-132,85,54,0,3,2,0,1,53,99,99,100,3,0,0,1,0,G,0,0,180
Image\G\38.png,-127,81,52,0,2,2,2,0,59,97,100,98,2,0,0,1,0,G,0,0,180
Image\G\39.png,-130,79,52,0,0,0,0,0,59,100,99,100,1,0,0,1,0,G,0,0,180
Image\G\4.png,-131,78,51,0,0,2,1,0,57,99,100,100,0,0,0,1,0,G,0,0,180
Image\G\40.png,-133,88,61,3,0,2,0,0,53,99,100,100,1,0,0,1,0,G,0,0,180
Image\G\41.png,-128,82,60,0,0,0,0,0,54,100,100,100,1,0,0,1,0,G,0,0,180
Image\G\42.png,-134,80,55,2,0,2,0,0,53,100,98,100,3,0,0,1,0,G,0,0,180
Image\G\43.png,-130,78,57,2,0,2,2,2,58,98,100,100,3,0,0,1,0,G,0,0,180
Image\G\44.png,-129,88,55,3,0,3,0,0,53,99,99,100,1,0,0,1,0,G,0,0,180
Image\G\45.png,-133,78,65,3,0,0,2,0,59,100,100,100,2,0,0,1,0,G,0,0,180
Image\G\46.png,-131,82,57,0,0,1,2,0,55,100,100,100,3,0,0,1,0,G,0,0,180
Image\G\47.png,-134,78,56,3,2,0,0,0,53,100,97,99,2,0,0,1,0,G,0,0,180
Image\G\48.png,-128,85,59,0,0,0,2,3,58,97,100,100,0,0,0,1,0,G,0,0,180
Image\G\49.png,-127,86,64,0,0,0,0,3,53,97,100,98,3,0,0,1,0,G,0,0,180
Image\G\5.png,-134,75,53,2,2,0,3,0,57,97,99,100,0,0,0,1,0,G,0,0,180
Image\G\50.png,-135,86,54,0,0,3,0,0,57,99,100,100,1,0,0,1,0,G,0,0,180
Image\G\51.png,-137,84,51,0,0,2,1,0,56,100,98,98,3,0,0,1,0,G,0,0,180
Image\G\52.png,-134,86,47,2,0,1,3,0,57,100,100,100,3,0,0,1,0,G,0,0,180
Image\G\53.png,-133,87,54,0,3,0,1,0,53,100,100,98,0,0,0,1,0,G,0,0,180
Image\G\54.png,-143,81,54,2,1,3,0,0,55,99,100,100,0,0,0,1,0,G,0,0,180
Image\G\55.png,-139,81,51,1,0,3,0,2,53,100,100,98,0,0,0,1,0,G,0,0,180
Image\G\56.png,-137,87,56,1,1,1,0,0,55,100,98,100,1,0,0,1,0,G,0,0,180
Image\G\57.png,-143,80,53,1,0,0,0,1,55,97,98,100,0,0,0,1,0,G,0,0,180
Image\G\58.png,-136,81,48,0,3,3,0,2,53,100,98,100,2,0,0,1,0,G,0,0,180
Image\G\59.png,-142,85,54,3,0,0,2,0,56,98,100,100,3,0,0,1,0,G,0,0,180
Image\G\6.png,-133,83,47,2,2,2,2,0,54,100,97,100,0,0,0,1,0,G,0,0,180
Image\G\60.png,-134,82,59,1,0,0,0,3,55,100,100,100,0,0,0,1,0,G,0,0,180
Image\G\61.png,-136,86,64,0,1,0,0,3,56,97,99,98,2,0,0,1,0,G,0,0,180
Image\G\62.png,-130,79,60,0,0,3,1,3,56,97,100,100,2,0,0,1,0,G,0,0,180
Image\G\63.png,-134,77,60,3,0,3,1,0,56,100,100,98,2,0,0,1,0,G,0,0,180
Image\G\64.png,-129,82,65,0,0,0,0,0,57,100,100,97,1,0,0,1,0,G,0,0,180
Image\G\65.png,-136,79,64,0,0,0,0,0,59,97,99,100,0,0,0,1,0,G,0,0,180
Image\G\66.png,-127,77,60,1,2,0,0,0,54,100,97,100,0,0,0,1,0,G,0,0,180
Image\G\67.png,-135,81,61,3,0,0,0,0,54,97,100,100,1,0,0,1,0,G,0,0,180
Image\G\68.png,-128,87,58,2,3,0,1,0,58,100,97,100,2,0,0,1,0,G,0,0,180
Image\G\69.png,-129,81,63,0,0,0,0,1,57,99,97,100,3,0,0,1,0,G,0,0,180
Image\G\7.png,-130,79,61,2,3,0,0,0,59,100,100,100,1,0,0,1,0,G,0,0,180
Image\G\70.png,-139,79,64,0,0,1,0,2,57,100,97,100,0,0,0,1,0,G,0,0,180
Image\G\71.png,-140,82,57,0,1,1,0,1,53,97,100,99,1,0,0,1,0,G,0,0,180
Image\G\72.png,-139,78,66,0,0,0,0,0,58,98,100,100,2,0,0,1,0,G,0,0,180
Image\G\73.png,-142,84,63,0,0,2,1,0,59,100,97,98,2,0,0,1,0,G,0,0,180
Image\G\74.png,-141,83,62,2,0,3,0,1,58,98,99,100,0,0,0,1,0,G,0,0,180
Image\G\75.png,-144,87,62,1,0,1,0,3,54,100,100,99,0,0,0,1,0,G,0,0,180
Image\G\76.png,-139,79,63,0,0,0,3,0,58,100,100,100,3,0,0,1,0,G,0,0,180
Image\G\77.png,-144,85,59,1,2,0,2,1,56,99,98,100,3,0,0,1,0,G,0,0,180
Image\G\78.png,-134,87,59,0,0,0,0,0,54,100,99,100,0,0,0,1,0,G,0,0,180
Image\G\79.png,-134,86,61,0,3,0,0,0,53,100,100,99,0,0,0,1,0,G,0,0,180
Image\G\8.png,-125,82,63,0,1,3,0,2,58,99,100,99,1,0,0,1,0,G,0,0,180
Image\G\80.png,-141,83,64,0,0,0,0,1,55,100,100,98,0,0,0,1,0,G,0,0,180
Image\G\81.png,-132,88,66,3,0,0,0,0,59,99,99,100,1,0,0,1,0,G,0,0,180
Image\G\82.png,-136,80,64,0,0,3,2,0,53,97,100,97,0,0,0,1,0,G,0,0,180
Image\G\83.png,-138,83,64,0,0,1,0,2,59,97,97,98,1,0,0,1,0,G,0,0,180
Image\G\84.png,-134,85,57,0,0,3,0,1,53,98,100,100,1,0,0,1,0,G,0,0,180
Image\G\85.png,-140,86,63,0,2,0,0,0,55,100,100,100,0,0,0,1,0,G,0,0,180
Image\G\86.png,-133,80,59,2,1,0,0,3,59,98,100,98,0,0,0,1,0,G,0,0,180
Image\G\87.png,-139,86,65,0,0,0,3,0,54,100,100,99,0,0,0,1,0,G,0,0,180
Image\G\88.png,-139,85,62,0,0,0,0,3,54,98,97,99,0,0,0,1,0,G,0,0,180
Image\G\89.png,-134,82,60,1,0,0,0,1,56,98,100,100,0,0,0,1,0,G,0,0,180
Image\G\9.png,-128,81,62,2,1,0,0,0,54,100,100,100,1,0,0,1,0,G,0,0,180
Image\G\90.png,-137,88,66,0,0,0,3,1,53,100,100,97,0,0,0,1,0,G,0,0,180
Image\G\91.png,-137,87,60,0,0,0,2,0,53,100,98,100,0,0,0,1,0,G,0,0,180
Image\G\92.png,-137,84,66,0,0,0,0,0,53,97,100,100,0,0,0,1,0,G,0,0,180
Image\G\93.png,-131,85,59,2,0,2,0,0,54,99,99,97,0,0,0,1,0,G,0,0,180
Image\G\94.png,-133,86,60,0,0,0,1,3,57,97,99,100,0,0,0,1,0,G,0,0,180
Image\G\95.png,-137,80,60,1,2,1,2,3,59,100,97,98,0,0,0,1,0,G,0,0,180
Image\G\96.png,-130,85,67,0,0,1,3,0,56,100,100,99,0,0,0,1,0,G,0,0,180
Image\G\97.png,-134,88,65,0,0,0,3,0,58,100,100,98,2,0,0,1,0,G,0,0,180
Image\G\98.png,-131,86,64,0,0,0,3,3,58,100,100,98,0,0,0,1,0,G,0,0,180
Image\G\99.png,-134,82,60,3,0,0,0,0,58,97,100,100,1,0,0,1,0,G,0,0,180
Image\H\0.png,-115,78,59,2,0,3,3,0,9,94,93,0,3,0,0,1,0,H,0,0,0
Image\H\1.png,-115,79,57,3,0,0,2,0,9,96,93,1,0,0,0,1,0,H,0,0,0
Image\H\10.png,-130,76,60,0,0,0,0,0,6,93,92,0,0,0,0,1,0,H,0,0,0
Image\H\100.png,-128,78,43,3,1,0,2,0,7,96,91,0,2,0,0,1,0,H,0,0,0
Image\H\11.png,-127,70,58,1,0,0,0,0,10,91,87,3,0,0,0,1,0,H,0,0,0
Image\H\12.png,-131,70,49,0,0,2,1,2,7,93,92,0,0,0,0,1,0,H,0,0,0
Image\H\13.png,-123,73,50,0,3,0,1,1,5,93,91,0,0,0,0,1,0,H,0,0,0
Image\H\14.png,-120,73,49,2,2,0,0,1,10,92,93,0,3,0,0,1,0,H,0,0,0
Image\H\15.png,-117,75,46,1,0,0,0,0,7,93,89,0,0,0,0,1,0,H,0,0,0
Image\H\16.png,-118,82,42,3,0,0,0,3,9,91,90,0,2,0,0,1,0,H,0,0,0
Image\H\17.png,-116,77,49,0,0,1,2,2,10,94,93,1,0,0,0,1,0,H,0,0,0
Image\H\18.png,-121,79,51,0,1,0,0,0,4,96,92,0,3,0,0,1,0,H,0,0,0
Image\H\19.png,-125,74,44,1,0,3,3,3,5,94,90,0,0,0,0,1,0,H,0,0,0
Image\H\2.png,-116,73,50,0,0,0,0,3,8,95,90,0,3,0,0,1,0,H,0,0,0
Image\H\20.png,-122,80,46,0,0,0,0,0,6,93,87,1,1,0,0,1,0,H,0,0,0
Image\H\21.png,-120,72,49,2,0,3,0,0,4,94,92,0,0,0,0,1,0,H,0,0,0
Image\H\22.png,-117,79,44,3,0,0,2,0,4,92,88,1,2,0,0,1,0,H,0,0,0
Image\H\23.png,-124,81,44,1,3,1,1,0,4,96,92,3,3,0,0,1,0,H,0,0,0
Image\H\24.png,-126,80,44,0,0,1,3,0,5,91,89,3,2,0,0,1,0,H,0,0,0
Image\H\25.png,-123,75,44,3,2,2,0,1,4,91,90,3,0,0,0,1,0,H,0,0,0
Image\H\26.png,-123,78,46,2,0,0,0,1,6,90,88,0,3,0,0,1,0,H,0,0,0
Image\H\27.png,-120,72,44,0,1,0,0,3,9,90,91,2,3,0,0,1,0,H,0,0,0
Image\H\28.png,-117,76,52,3,3,0,0,2,9,93,89,3,0,0,0,1,0,H,0,0,0
Image\H\29.png,-116,72,49,3,0,1,2,0,4,92,92,0,0,0,0,1,0,H,0,0,0
Image\H\3.png,-119,72,50,3,1,0,3,3,10,93,88,0,2,0,0,1,0,H,0,0,0
Image\H\30.png,-126,73,43,0,0,0,2,2,4,94,87,0,0,0,0,1,0,H,0,0,0
Image\H\31.png,-124,71,43,0,0,0,0,0,9,94,91,0,0,0,0,1,0,H,0,0,0
Image\H\32.png,-123,75,43,0,0,1,1,0,9,90,92,3,2,0,0,1,0,H,0,0,0
Image\H\33.png,-119,81,46,1,2,0,0,0,6,90,88,1,2,0,0,1,0,H,0,0,0
Image\H\34.png,-129,81,49,1,0,1,2,0,8,92,90,3,0,0,0,1,0,H,0,0,0
Image\H\35.png,-129,76,45,0,3,0,0,0,6,91,92,0,0,0,0,1,0,H,0,0,0
Image\H\36.png,-126,78,40,0,0,0,0,1,8,96,88,0,0,0,0,1,0,H,0,0,0
Image\H\37.png,-120,77,49,2,0,0,0,0,5,91,88,0,2,0,0,1,0,H,0,0,0
Image\H\38.png,-126,79,49,0,2,2,0,0,5,92,93,3,0,0,0,1,0,H,0,0,0
Image\H\39.png,-124,78,39,0,0,3,1,0,7,96,89,3,3,0,0,1,0,H,0,0,0
Image\H\4.png,-119,75,58,0,0,1,1,2,4,92,89,0,0,0,0,1,0,H,0,0,0
Image\H\40.png,-120,83,60,3,3,0,2,0,8,91,87,0,0,0,0,1,0,H,0,0,0
Image\H\41.png,-113,77,54,0,0,3,0,2,5,91,91,2,0,0,0,1,0,H,0,0,0
Image\H\42.png,-122,81,54,0,1,1,0,3,5,94,90,2,0,0,0,1,0,H,0,0,0
Image\H\43.png,-119,83,53,0,2,3,3,0,10,93,92,0,1,0,0,1,0,H,0,0,0
Image\H\44.png,-115,79,55,2,0,0,0,3,6,91,93,2,0,0,0,1,0,H,0,0,0
Image\H\45.png,-115,73,56,2,0,0,0,3,10,95,89,0,3,0,0,1,0,H,0,0,0
Image\H\46.png,-119,82,51,2,2,0,0,0,5,91,91,0,0,0,0,1,0,H,0,0,0
Image\H\47.png,-117,78,55,1,3,3,0,0,5,95,89,0,1,0,0,1,0,H,0,0,0
Image\H\48.png,-114,76,59,1,1,0,0,0,6,92,90,2,0,0,0,1,0,H,0,0,0
Image\H\49.png,-112,73,52,3,0,0,0,0,9,94,90,0,0,0,0,1,0,H,0,0,0
Image\H\5.png,-116,79,53,0,1,3,0,1,8,90,91,2,0,0,0,1,0,H,0,0,0
Image\H\50.png,-121,75,60,0,0,3,2,0,4,92,89,1,0,0,0,1,0,H,0,0,0
Image\H\51.png,-116,81,50,0,2,0,2,1,10,94,91,0,0,0,0,1,0,H,0,0,0
Image\H\52.png,-117,77,60,1,2,0,3,1,8,90,93,0,0,0,0,1,0,H,0,0,0
Image\H\53.png,-116,76,54,0,1,3,1,3,5,90,92,0,0,0,0,1,0,H,0,0,0
Image\H\54.png,-117,76,51,1,0,0,1,0,8,94,90,0,3,0,0,1,0,H,0,0,0
Image\H\55.png,-119,79,58,0,0,1,0,0,6,95,89,2,0,0,0,1,0,H,0,0,0
Image\H\56.png,-117,83,50,0,3,1,3,1,10,95,93,0,0,0,0,1,0,H,0,0,0
Image\H\57.png,-112,75,53,3,0,0,1,0,10,95,88,2,0,0,0,1,0,H,0,0,0
Image\H\58.png,-119,79,52,0,0,0,0,2,4,90,90,2,0,0,0,1,0,H,0,0,0
Image\H\59.png,-118,74,53,0,2,0,0,1,10,92,89,0,0,0,0,1,0,H,0,0,0
Image\H\6.png,-117,79,53,2,0,0,0,2,5,93,88,1,3,0,0,1,0,H,0,0,0
Image\H\60.png,-116,78,54,0,2,2,0,0,7,95,87,3,0,0,0,1,0,H,0,0,0
Image\H\61.png,-119,82,52,0,0,0,0,2,9,91,91,0,0,0,0,1,0,H,0,0,0
Image\H\62.png,-116,78,50,0,1,1,0,0,6,92,89,0,1,0,0,1,0,H,0,0,0
Image\H\63.png,-112,82,53,3,0,1,1,3,6,96,89,0,0,0,0,1,0,H,0,0,0
Image\H\64.png,-118,77,58,0,0,0,0,3,7,95,92,0,0,0,0,1,0,H,0,0,0
Image\H\65.png,-122,83,55,2,2,0,0,0,7,95,91,0,3,0,0,1,0,H,0,0,0
Image\H\66.png,-119,73,54,0,0,2,3,3,10,91,89,3,2,0,0,1,0,H,0,0,0
Image\H\67.png,-117,81,51,1,0,1,0,2,10,96,87,2,1,0,0,1,0,H,0,0,0
Image\H\68.png,-113,75,59,2,0,3,2,0,7,93,91,0,2,0,0,1,0,H,0,0,0
Image\H\69.png,-122,79,58,3,1,0,0,0,4,91,87,2,0,0,0,1,0,H,0,0,0
Image\H\7.png,-122,70,63,0,0,0,2,0,7,91,90,0,3,0,0,1,0,H,0,0,0
Image\H\70.png,-122,75,57,3,0,0,3,2,5,96,90,0,0,0,0,1,0,H,0,0,0
Image\H\71.png,-118,85,63,0,2,0,0,2,10,94,92,3,2,0,0,1,0,H,0,0,0
Image\H\72.png,-113,83,61,0,0,2,0,0,10,91,88,0,0,0,0,1,0,H,0,0,0
Image\H\73.png,-120,77,55,0,1,0,2,0,4,90,90,0,2,0,0,1,0,H,0,0,0
Image\H\74.png,-122,80,57,0,0,0,0,0,10,90,89,0,2,0,0,1,0,H,0,0,0
Image\H\75.png,-115,85,63,3,0,2,3,2,10,90,88,0,0,0,0,1,0,H,0,0,0
Image\H\76.png,-121,79,59,2,0,0,0,1,7,95,90,0,1,0,0,1,0,H,0,0,0
Image\H\77.png,-113,82,55,0,0,2,3,0,4,92,91,0,0,0,0,1,0,H,0,0,0
Image\H\78.png,-120,84,54,0,0,0,3,2,4,90,91,0,0,0,0,1,0,H,0,0,0
Image\H\79.png,-120,85,58,0,0,1,1,0,10,96,87,3,0,0,0,1,0,H,0,0,0
Image\H\8.png,-123,70,55,0,0,1,0,0,7,94,93,0,3,0,0,1,0,H,0,0,0
Image\H\80.png,-113,82,47,1,0,0,0,0,8,93,88,3,0,0,0,1,0,H,0,0,0
Image\H\81.png,-120,84,47,1,0,1,0,0,8,91,87,0,0,0,0,1,0,H,0,0,0
Image\H\82.png,-112,85,48,0,1,0,3,0,7,94,88,2,0,0,0,1,0,H,0,0,0
Image\H\83.png,-122,85,49,0,0,0,2,0,9,94,87,0,0,0,0,1,0,H,0,0,0
Image\H\84.png,-122,85,53,1,0,0,0,3,5,95,87,0,0,0,0,1,0,H,0,0,0
Image\H\85.png,-113,79,48,3,0,3,0,0,10,96,93,0,2,0,0,1,0,H,0,0,0
Image\H\86.png,-117,85,53,0,0,3,3,3,9,94,92,1,0,0,0,1,0,H,0,0,0
Image\H\87.png,-120,80,51,0,0,0,0,2,8,96,89,0,0,0,0,1,0,H,0,0,0
Image\H\88.png,-117,79,44,1,0,3,0,0,6,92,91,0,0,0,0,1,0,H,0,0,0
Image\H\89.png,-115,83,44,2,3,0,3,1,9,92,93,0,3,0,0,1,0,H,0,0,0
Image\H\9.png,-131,72,47,2,2,0,0,0,9,92,91,0,3,0,0,1,0,H,0,0,0
Image\H\90.png,-112,76,51,1,3,3,2,2,5,91,92,0,0,0,0,1,0,H,0,0,0
Image\H\91.png,-120,81,45,0,0,2,2,3,7,94,91,0,0,0,0,1,0,H,0,0,0
