image_path,x,y,z,thumb,fore,index,ring,little,thumb2,fore2,index2,ring2,little2,keycode,gs1,gs2,sign,label
Image\F\98.png,-120,75,49,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\99.png,-120,75,49,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\G\0.png,-120,75,49,0,0,0,0,0,0,3,20,35,49,0,0,1,0,G
Image\G\1.png,-129,78,41,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\10.png,-129,78,56,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\100.png,-139,84,67,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\11.png,-131,79,67,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\12.png,-131,79,67,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\13.png,-131,79,67,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\14.png,-131,83,67,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\15.png,-131,93,67,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\16.png,-131,97,67,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\17.png,-131,97,67,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\18.png,-131,100,67,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\19.png,-131,100,67,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\2.png,-131,74,49,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\20.png,-131,92,49,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\21.png,-131,86,49,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\22.png,-131,84,57,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\23.png,-131,81,57,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\24.png,-131,81,57,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\25.png,-131,81,57,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\26.png,-131,81,57,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\27.png,-131,81,57,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\28.png,-131,81,57,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\29.png,-131,81,57,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\3.png,-131,78,57,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\30.png,-131,83,57,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\31.png,-131,83,57,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\32.png,-131,83,57,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\33.png,-131,83,57,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\34.png,-131,83,57,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\35.png,-131,83,57,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\36.png,-131,83,57,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\37.png,-131,83,57,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\38.png,-131,83,57,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\39.png,-131,83,57,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\4.png,-131,79,47,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\40.png,-131,83,60,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\41.png,-131,83,60,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\42.png,-131,83,60,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\43.png,-131,83,60,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\44.png,-131,83,60,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\45.png,-131,83,60,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\46.png,-131,83,60,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\47.png,-131,83,60,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\48.png,-131,83,60,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\49.png,-131,83,60,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\5.png,-131,79,50,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\50.png,-138,83,52,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\51.png,-138,83,52,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\52.png,-138,83,52,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\53.png,-138,83,52,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\54.png,-138,83,52,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\55.png,-138,83,52,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\56.png,-138,83,52,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\57.png,-138,83,52,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\58.png,-138,83,52,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\59.png,-138,83,52,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\6.png,-132,78,52,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\60.png,-132,82,62,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\61.png,-132,82,62,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\62.png,-132,82,62,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\63.png,-132,82,62,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\64.png,-132,82,62,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\65.png,-132,82,62,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\66.png,-132,82,62,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\67.png,-132,82,62,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\68.png,-132,82,62,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\69.png,-132,82,62,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\7.png,-128,80,62,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\70.png,-139,83,62,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\71.png,-139,83,62,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\72.png,-139,83,62,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\73.png,-139,83,62,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\74.png,-139,83,62,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\75.png,-139,83,62,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\76.png,-139,83,62,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\77.png,-139,83,62,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\78.png,-139,83,62,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\79.png,-139,83,62,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\8.png,-124,80,62,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\80.png,-136,83,62,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\81.png,-136,83,62,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\82.png,-136,83,62,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\83.png,-136,83,62,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\84.png,-136,83,62,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\85.png,-136,83,62,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\86.png,-136,83,62,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\87.png,-136,83,62,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\88.png,-136,83,62,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\89.png,-136,83,62,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\9.png,-128,80,62,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\90.png,-133,84,62,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\91.png,-133,84,62,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\92.png,-133,84,62,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\93.png,-133,84,62,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\94.png,-133,84,62,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\95.png,-133,84,62,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\96.png,-133,84,62,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\97.png,-133,84,62,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\98.png,-133,84,62,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\G\99.png,-133,84,62,0,0,0,0,0,56,100,100,100,0,0,0,1,0,G
Image\H\0.png,-116,77,62,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\1.png,-116,77,62,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\10.png,-128,72,62,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\100.png,-128,81,45,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\11.png,-128,75,53,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\12.png,-128,75,53,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\13.png,-128,75,53,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\14.png,-120,77,47,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\15.png,-120,77,47,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\16.png,-120,77,47,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\17.png,-120,77,47,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\18.png,-120,77,47,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\19.png,-120,77,47,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\2.png,-116,76,47,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\20.png,-121,76,47,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\21.png,-121,76,47,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\22.png,-121,76,47,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\23.png,-121,76,47,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\24.png,-121,76,47,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\25.png,-121,76,47,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\26.png,-121,76,47,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\27.png,-121,76,47,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\28.png,-121,76,47,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\29.png,-121,76,47,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\3.png,-117,76,55,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\30.png,-124,76,44,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\31.png,-124,76,44,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\32.png,-124,76,44,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\33.png,-124,76,44,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\34.png,-124,79,44,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\35.png,-124,79,44,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\36.png,-124,79,44,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\37.png,-124,79,44,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\38.png,-124,79,44,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\39.png,-124,79,44,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\4.png,-117,78,55,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\40.png,-117,78,55,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\41.png,-117,78,55,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\42.png,-117,78,55,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\43.png,-117,78,55,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\44.png,-117,78,55,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\45.png,-117,78,55,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\46.png,-117,78,55,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\47.png,-117,78,55,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\48.png,-117,78,55,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\49.png,-117,78,55,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\5.png,-117,78,55,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\50.png,-117,78,55,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\51.png,-117,78,55,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\52.png,-117,78,55,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\53.png,-117,78,55,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\54.png,-117,78,55,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\55.png,-117,78,55,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\56.png,-117,78,55,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\57.png,-117,78,55,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\58.png,-117,78,55,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\59.png,-117,78,55,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\6.png,-117,78,55,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\60.png,-117,78,55,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\61.png,-117,78,55,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\62.png,-117,78,55,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\63.png,-117,78,55,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\64.png,-117,78,55,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\65.png,-117,78,55,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\66.png,-117,78,55,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\67.png,-117,78,55,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\68.png,-117,78,55,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\69.png,-117,78,55,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\7.png,-125,73,66,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\70.png,-117,80,58,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\71.png,-117,80,58,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\72.png,-117,80,58,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\73.png,-117,80,58,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\74.png,-117,80,58,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\75.png,-117,80,58,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\76.png,-117,80,58,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\77.png,-117,80,58,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\78.png,-117,80,58,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\79.png,-117,80,58,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\8.png,-128,70,58,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\80.png,-117,80,49,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\81.png,-117,80,49,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\82.png,-117,80,49,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\83.png,-117,80,49,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\84.png,-117,80,49,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\85.png,-117,80,49,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\86.png,-117,80,49,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\87.png,-117,80,49,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\88.png,-117,80,49,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\89.png,-117,80,49,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\9.png,-127,72,49,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\90.png,-117,81,49,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\91.png,-117,81,49,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\92.png,-117,81,49,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\93.png,-117,81,49,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\94.png,-117,81,49,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\95.png,-124,77,49,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\96.png,-124,77,49,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\97.png,-124,77,49,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\98.png,-124,77,49,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\H\99.png,-124,77,49,0,0,0,0,0,7,93,90,0,0,0,0,1,0,H
Image\I\0.png,-113,77,54,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\1.png,-113,77,54,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\10.png,-121,77,54,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\100.png,-121,77,54,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\11.png,-121,77,54,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\12.png,-121,77,54,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\13.png,-121,77,54,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\14.png,-121,77,54,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\15.png,-121,77,54,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\16.png,-121,77,54,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\17.png,-121,77,54,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\18.png,-121,77,54,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\19.png,-121,77,54,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\2.png,-117,77,54,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\20.png,-124,77,54,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\21.png,-124,77,54,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\22.png,-131,77,54,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\23.png,-131,77,54,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\24.png,-131,77,54,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\25.png,-131,77,54,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\26.png,-125,78,65,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\27.png,-125,78,65,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\28.png,-125,78,65,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\29.png,-121,78,65,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\3.png,-121,78,65,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\30.png,-121,78,65,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\31.png,-121,78,65,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\32.png,-121,78,65,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\33.png,-121,78,65,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\34.png,-121,78,65,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\35.png,-121,78,65,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\36.png,-114,82,65,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\37.png,-114,82,65,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\38.png,-114,82,65,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\39.png,-114,82,65,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\4.png,-121,76,65,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\40.png,-114,87,65,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\41.png,-114,87,65,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\42.png,-114,87,65,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\43.png,-116,85,65,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\44.png,-120,82,65,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\45.png,-124,82,65,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\46.png,-124,82,65,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\47.png,-124,82,65,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\48.png,-128,82,65,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\49.png,-100,87,65,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\5.png,-120,75,67,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\50.png,-103,84,67,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\51.png,-103,84,67,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\52.png,-103,84,67,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\53.png,-103,84,67,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\54.png,-103,84,67,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\55.png,-103,84,67,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\56.png,-103,84,67,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\57.png,-103,84,67,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\58.png,-103,79,67,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\59.png,-103,79,67,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\6.png,-120,78,67,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\60.png,-102,81,67,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\61.png,-102,81,67,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\62.png,-102,81,67,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\63.png,-102,81,67,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\64.png,-102,81,67,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\65.png,-107,77,67,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\66.png,-113,74,67,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\67.png,-117,74,67,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\68.png,-117,74,67,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\69.png,-117,74,67,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\7.png,-117,79,75,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\70.png,-117,74,65,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\71.png,-122,74,65,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\72.png,-122,74,65,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\73.png,-122,74,65,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\74.png,-127,74,65,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\75.png,-127,74,65,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\76.png,-131,74,65,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\77.png,-131,74,65,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\78.png,-133,74,65,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\79.png,-131,74,65,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\8.png,-120,78,82,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\80.png,-128,78,61,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\81.png,-132,81,61,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\82.png,-132,81,61,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\83.png,-132,81,61,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\84.png,-132,81,61,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\85.png,-132,81,61,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\86.png,-124,87,61,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\87.png,-120,87,61,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\88.png,-120,87,61,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\89.png,-120,87,61,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\9.png,-120,79,61,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\90.png,-125,83,61,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\91.png,-125,83,61,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\92.png,-125,83,61,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\93.png,-125,83,61,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\94.png,-118,83,61,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\95.png,-118,83,61,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\96.png,-118,83,61,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
Image\I\97.png,-118,83,61,0,0,0,0,0,70,0,100,100,100,0,0,1,0,I
